id,name,shopurl,category,wangwang,market,tel,qq,address,wechat,years,source
3046,"轩宝贝",https://www.vvic.com/shop/17059,"T恤","猫之恋76","大西豪",18302092062,563090780,"大西豪 6楼 610-H","",9,"广东省 广州"
3047,"馨予宝贝",https://www.vvic.com/shop/62529,"","杨小妹523","大西豪",17688867445,770558350,"大西豪 6楼 610-H1",DYXysd77777,0,"广东省 广州"
3048,"依卓Excels",https://www.vvic.com/shop/61037,"连衣裙",gypzjh01,"大西豪","18928819805,13302307850",1451305747,"大西豪 6楼 610-K",ato958,7,"广东省 广州"
3049,"韩衣阁chic",https://www.vvic.com/shop/35944,"连衣裙","衣香丽影1989","大西豪",18620885878,5417716,"大西豪 6楼 611-A",yeyali19900715,9,"广东省 广州"
3050,"诗艺服饰",https://www.vvic.com/shop/16202,"衬衫",liangfeng1918,"大西豪","13539908588,18688496612,18529310170",7342123,"大西豪 6楼 611-B",maomaoxiaoerhuo,8,"广东省 广州"
3051,"冰清衣洁",https://www.vvic.com/shop/45120,"连衣裙","冰清衣洁2008","大西豪","13711559088,18926110101",513311250,"大西豪 6楼 611-C",chenbingjie779652,7,"广东省 广州"
3052,"JA.JA studios",https://www.vvic.com/shop/45469,"连衣裙",qjj2011818,"大西豪",15625088827,3024582008,"大西豪 6楼 612-A",ywx15625088827,0,"广东省 广州"
3053,"奕可 Yi•Ke",https://www.vvic.com/shop/28482,"",dengai0928,"大西豪",18665727939,34634598,"大西豪 6楼 612-B",yike143,10,"广东省 广州"
3054,"韩情沫沫",https://www.vvic.com/shop/31157,"衬衫","飞飞潮品","大西豪","15820626039,13928760065",158379632,"大西豪 6楼 612-C",DSD19925723979,6,"广东省 广州"
3055,YY.show,https://www.vvic.com/shop/56435,"套装","张大奥22","大西豪","18520788800,15814540777",312955001,"大西豪 6楼 612-D",zhangdaao,0,"广东省 广州"
3056,"嘉嘉",https://www.vvic.com/shop/13628,"",wym1238898,"大西豪",15625088827,3024582008,"大西豪 6楼 612-E","",7,"广东省 广州"
3057,"YK服饰",https://www.vvic.com/shop/18060,"","opening洛丽塔","大西豪",18665727939,34634598,"大西豪 6楼 612-F",yike143,10,"广东省 广州"
3058,"茹梦琪网络服饰",https://www.vvic.com/shop/30148,"衬衫","桂路丝","大西豪","13058418737   ",284105883,"大西豪 6楼 613-A","",4,"广东省 广州"
3059,"爱豆小仙女",https://www.vvic.com/shop/44543,"衬衫","小商松子","大西豪",18824707821,454750401,"大西豪 6楼 613-B",gsfaisi,9,"广东省 广州"
3060,"木子秋服饰",https://www.vvic.com/shop/54229,"连衣裙","虚无的颜色","大西豪","18727585711,18028578835",455274890,"大西豪 6楼 613-C",xiao_xi19,0,"广东省 广州"
3061,"雨朵服饰",https://www.vvic.com/shop/29795,"衬衫","程念188","大西豪","18620255510,18818844728",1045742798,"大西豪 6楼 613-D",cmcn949421,4,"广东省 广州"
3062,"依多多服饰",https://www.vvic.com/shop/53651,"连衣裙",tb218298605,"大西豪",15377613522,3529433690,"大西豪 6楼 613-D1",wxid-a2pi9amulhdb22,0,"广东省 广州"
3063,"红磨坊服饰",https://www.vvic.com/shop/35173,"半身裙","王语宽8888","大西豪",18666022325,3391345628,"大西豪 6楼 613-E",wy18666022325,4,"广东省 广州"
3064,"宇轩服饰",https://www.vvic.com/shop/31907,"","喜多多小姐8888","大西豪",18666022325,3391345628,"大西豪 6楼 613-E1",wy18666022325,4,"广东省 广州"
3065,"亿菲服饰",https://www.vvic.com/shop/24025,"衬衫","严意涵22029","大西豪","13533098026,13682222029",3345400969,"大西豪 6楼 613-F","",5,"广东省 广州"
3066,"娴娴实拍网络服饰",https://www.vvic.com/shop/54212,"衬衫",t_1479751783450_0363,"大西豪",19866179413,737870744,"大西豪 6楼 613-G",ZZH19866179413,0,"广东省 广州"
3067,"千千美衣",https://www.vvic.com/shop/16184,"衬衫","爱尚妮8090","大西豪","18665565588,16676760856",1010632161,"大西豪 6楼 613-H",WJ1991995888,8,"广东省 广州"
3068,"千千服饰",https://www.vvic.com/shop/36687,"","时尚涛哥55","大西豪",18665565588,1010632161,"大西豪 6楼 613-H1",wj1991995888,9,"广东省 广州"
3069,"梦芭黎",https://www.vvic.com/shop/22292,"T恤","芷忧芯怡","大西豪",13660145825,1134773801,"大西豪 6楼 613-Z","",7,"广东省 广州"
3070,"麦子小铺",https://www.vvic.com/shop/33031,"衬衫","金鼎时尚服饰","大西豪",13826459618,136411545,"大西豪 6楼 614-A",yangyan13826459618,6,"广东省 广州"
3071,"木易太服饰-工厂已开",https://www.vvic.com/shop/22265,"连衣裙",xing13710129489,"大西豪","18820800814,13711142599,13660110272",8563492,"大西豪 6楼 614-B",muyitai888,8,"广东省 广州"
3072,"蛋黄酱",https://www.vvic.com/shop/23880,"",feisimin15918504136,"大西豪","13249623981,18025956379",524981975,"大西豪 6楼 614-C",feizong1993,10,"广东省 广州"
3073,"越越家",https://www.vvic.com/shop/46598,"衬衫","紫月亮108997419","大西豪","18672895799,18507228208",362003939,"大西豪 6楼 614-D",liuping18620579807,0,"广东省 广州"
3074,"小萱家实拍",https://www.vvic.com/shop/13802,"套装",zsy431700,"大西豪",13802836614,183569145,"大西豪 6楼 614-E",wbl20111029,10,"广东省 广州"
3075,"流行衣尚",https://www.vvic.com/shop/55300,"T恤","佬祖钟","大西豪","18680276278,15013092100",377592636,"大西豪 6楼 614-F",yanjun_baby,0,"广东省 广州"
3076,"MYT木易太二店",https://www.vvic.com/shop/61738,"其他",j_wong83,"大西豪","18928258006,13711509309",3602912309,"大西豪 6楼 614-G",weizai6411,0,"广东省 广州"
3077,K.T,https://www.vvic.com/shop/46877,"毛衣/针织衫","蓝裙子de百合魂","大西豪",19928461509,939815669,"大西豪 6楼 614-H",dzsx00,7,"广东省 广州"
3078,"米多多服饰",https://www.vvic.com/shop/31372,"连衣裙",zhou13026899355,"大西豪","18302066213,13026899355",455490374,"大西豪 6楼 615-B",ysjfvay260,5,"广东省 广州"
3079,"艾依尚网络服饰",https://www.vvic.com/shop/24439,"衬衫",a594714925,"大西豪",18802034797,2321316945,"大西豪 6楼 615-C","",5,"广东省 广州"
3080,"M.C.（我的色彩）",https://www.vvic.com/shop/53392,"T恤",xiaoliao19850811,"大西豪","15811890568,15013180138",634577316,"大西豪 6楼 615-D",wmm634577316,0,"广东省 广州"
3081,"衣布亭",https://www.vvic.com/shop/44560,"衬衫","猪猪宝贝0729","大西豪","13128609676,13018716087",1344880179,"大西豪 6楼 615-F",J393656775xZ,3,"广东省 广州"
3082,"Y.J 衣加",https://www.vvic.com/shop/57687,"衬衫","四叶草幸福308532707","大西豪",13117110999,308532707,"大西豪 6楼 615-H",HF15572805155,0,"广东省 广州"
3083,"米兰春天服饰",https://www.vvic.com/shop/34382,"连衣裙","苕慧之","大西豪",15068227338,1527734364,"大西豪 6楼 616",look201818,6,"广东省 广州"
3084,"美豪服饰学院风",https://www.vvic.com/shop/34381,"连衣裙",yaofeng666666,"大西豪","18620869801,13808840859",924060504,"大西豪 6楼 616-A",aa18872940351,6,"广东省 广州"
3085,"美豪服饰",https://www.vvic.com/shop/17257,"连衣裙",yaofeng666666,"大西豪",18620869801,924060504,"大西豪 6楼 616-A1",aa18620869801,7,"广东省 广州"
3086,"靓+1服饰",https://www.vvic.com/shop/25370,"休闲裤/打底裤","小丫的时尚衣橱","大西豪",15800206638,40910805,"大西豪 6楼 616-B1",HN15800206638,9,"广东省 广州"
3087,"M.S  Studio原依启蒙",https://www.vvic.com/shop/17950,"半身裙","美女都笑了","大西豪","15622257893,13926264634",472105478,"大西豪 6楼 616-C","",8,"广东省 广州"
3088,YC,https://www.vvic.com/shop/60798,"衬衫","挚爱小雪雪","大西豪",18122451129,643311327,"大西豪 6楼 616-D",H_20191010_X,0,"广东省 广州"
3089,Y.L.B,https://www.vvic.com/shop/55254,"",wu87374,"大西豪",13710271837,771674032,"大西豪 6楼 616-E",miaowu563896,0,"广东省 广州"
3090,"依露芭服饰",https://www.vvic.com/shop/20434,"短外套/马甲","文武服饰588","大西豪","13710271837,18520740207",771674032,"大西豪 6楼 616-E1",miaowu563896,10,"广东省 广州"
3091,"小顾韩风服饰",https://www.vvic.com/shop/53995,"套装","裴尧1134508055","大西豪",18826060585,511294415,"大西豪 6楼 616-H",gg511294415,0,"广东省 广州"
3092,"米兰印象",https://www.vvic.com/shop/16291,"连衣裙","黑香玫瑰","大西豪","18802033547,13711425865",254291,"大西豪 6楼 617-A",ML18802033547,8,"广东省 广州"
3093,"kaka studios",https://www.vvic.com/shop/31300,"T恤","木宁木蒙木宁","大西豪","18620718318,18680222209",308912614,"大西豪 6楼 617-B",niaokaka,5,"广东省 广州"
3094,"乐菲",https://www.vvic.com/shop/50528,"T恤","苗语瑜","大西豪",13682258802,1415927563,"大西豪 6楼 617-C",wxid_tbaka6u7n5w11,0,"广东省 广州"
3095,"呀呀网络服饰",https://www.vvic.com/shop/63177,"衬衫",tb616199852,"大西豪",18620297181,2161658802,"大西豪 6楼 617-D",p827113,0,"广东省 广州"
3096,"唯美精品女装",https://www.vvic.com/shop/14789,"","雪莲服饰v1","大西豪","13128277154,18676637551",49434764,"大西豪 6楼 618-A",xuelian357166,10,"广东省 广州"
3097,"多多服饰",https://www.vvic.com/shop/15463,"T恤",wangjinfeng0923,"大西豪","13128277154,18676637551",595625870,"大西豪 6楼 618-B",xuelian357166,10,"广东省 广州"
3098,"AI-YC  爱雨辰",https://www.vvic.com/shop/35576,"套装","爱雨辰时尚店","大西豪","18620600151,18588585566",200986529,"大西豪 6楼 618-C",lthszhyc1314,8,"广东省 广州"
3099,"盼盼服饰",https://www.vvic.com/shop/17068,"衬衫","就这样0003","大西豪","13143366636,18520606952",1452930042,"大西豪 6楼 618-D",liukun0828,6,"广东省 广州"
3100,"宝藏少女",https://www.vvic.com/shop/59581,"连衣裙",tb113652_2011,"大西豪",18565291427,619678954,"大西豪 6楼 618-E",TT208427,7,"广东省 广州"
3101,"豆米服饰",https://www.vvic.com/shop/56853,"连衣裙","想你的夜里67","大西豪","16607102661,13164677295",1709969586,"大西豪 6楼 618-F",DouMii_,0,"广东省 广州"
3102,"优米YOMI服饰",https://www.vvic.com/shop/53074,"","hold运动","大西豪",19927658322,676871475,"大西豪 6楼 618-G",guoguojia8001,0,"广东省 广州"
3103,"亮金金",https://www.vvic.com/shop/32872,"衬衫","翩翩强强","大西豪",13922214698,3255918319,"大西豪 6楼 618-H",s13922214698,4,"广东省 广州"
3104,"the one",https://www.vvic.com/shop/31203,"连衣裙",banmai12345,"大西豪","13711031686,18588810153",1027736713,"大西豪 6楼 619",yayaweibo2007,4,"广东省 广州"
3105,"WAN•弯湾",https://www.vvic.com/shop/21592,"T恤",wangyifa0514,"大西豪","19928339211,15001038699,18665555350",1429761493,"大西豪 6楼 619-B",wanWANonsale,6,"广东省 广州"
3106,"BAN MAI",https://www.vvic.com/shop/31999,"连衣裙","郑选林","大西豪",13729888585,2631289729,"大西豪 6楼 619-C",MM20060223,10,"广东省 广州"
3107,"梦卡.dream",https://www.vvic.com/shop/47557,"衬衫",qunqun882011,"大西豪","18565281099,15913186399",1724771917,"大西豪 6楼 619-D",chengshuting_baby,9,"广东省 广州"
3108,"火凤凰牛仔",https://www.vvic.com/shop/18000,"牛仔裤","火凤凰网络牛仔","大西豪","15502064004,18665695501",625382974,"大西豪 6楼 620-A",PJQ1996-,7,"广东省 广州"
3109,"会会时尚服饰",https://www.vvic.com/shop/32118,"牛仔裤","会会时尚服饰","大西豪",13076827653,2131996793,"大西豪 6楼 620-B",CH13076827653,8,"广东省 广州"
3110,"皇家格格，Baobao",https://www.vvic.com/shop/25090,"套装","小小格houses","大西豪",15913116371,597221213,"大西豪 6楼 620-C",BAOBAO_GZ,10,"广东省 广州"
3111,"淇淇家服饰",https://www.vvic.com/shop/55243,"连衣裙","走走试试","大西豪","18613089169,18613087419",1273827413,"大西豪 6楼 620-E",WM19940229,0,"广东省 广州"
3112,"皇家格格",https://www.vvic.com/shop/13792,"套装","格子屋116","大西豪",13928777157,597221213,"大西豪 6楼 620-G",BAOBAO_GZ,10,"广东省 广州"
3113,"GY小颖家",https://www.vvic.com/shop/31044,"连衣裙","颖大侠威武霸气","大西豪","13006147143,18571516136",849288810,"大西豪 6楼 620-K",yingying19931003,4,"广东省 广州"
3114,"菲扬服饰",https://www.vvic.com/shop/24357,"衬衫","熊猫服饰006","大西豪","18666013361  15768887376",243389195,"大西豪 6楼 621-A",PP199237,5,"广东省 广州"
3115,"吉吉服饰",https://www.vvic.com/shop/31359,"连衣裙",tb3623929_11,"大西豪","13710013551,18929580672",413425142,"大西豪 6楼 621-B",tangmei0924,6,"广东省 广州"
3116,"哆啦实拍店",https://www.vvic.com/shop/29771,"T恤","女人如花亲","大西豪","13533356863,13710099972",2172408531,"大西豪 6楼 621-C",TT715848160,5,"广东省 广州"
3117,"乐彤服饰",https://www.vvic.com/shop/15489,"牛仔裤","带刺玫瑰cc","大西豪",13434110896,1026639681,"大西豪 6楼 621-D","",9,"广东省 广州"
3118,"翩翩飞",https://www.vvic.com/shop/24398,"连衣裙","依久芭衫","大西豪","18188802518,18665615897",1020588899,"大西豪 6楼 622",pianaini99,6,"广东省 广州"
3119,"静衣坊",https://www.vvic.com/shop/62929,"连衣裙",tianxia10113400,"大西豪",18620099760,1226791270,"大西豪 6楼 622-B",qq1226791270,0,"广东省 广州"
3120,"圆圆服饰",https://www.vvic.com/shop/16915,"T恤","我爱广州1010","大西豪",13802530623,805605464,"大西豪 6楼 623-2",a13802530623,11,"广东省 广州"
3121,"月亮服饰",https://www.vvic.com/shop/15693,"连衣裙","张克兵668","大西豪","18620580374,15989151868",1784190740,"大西豪 6楼 624-D",zc18620580374,10,"广东省 广州"
3122,"扮靓空间",https://www.vvic.com/shop/53176,"",tb971670714,"大西豪","13660235359,13667233377",1577243625,"大西豪 6楼 624-E",y1997426,0,"广东省 广州"
3123,"魔女衣橱701",https://www.vvic.com/shop/13949,"抹胸背心","魔女衣橱701","大西豪",18928719030,582003653,"大西豪 7楼 701-A",monvqiaoma,10,"广东省 广州"
3124,"团子Studio",https://www.vvic.com/shop/32178,"T恤","娘口三三呀","大西豪",18620697298,1613466926,"大西豪 7楼 701-B",DAMINBAO,4,"广东省 广州"
3125,"魔女衣橱701-A1档2店",https://www.vvic.com/shop/34484,"抹胸背心","妞子恋衣","大西豪","18928719030,18666091995",582003653,"大西豪 7楼 701-C",monvqiaoma,9,"广东省 广州"
3126,"常盛服饰",https://www.vvic.com/shop/63418,"男装","","大西豪",13719583852,87999671,"大西豪 7楼 701-D",yeguiye,0,"广东省 广州"
3127,"三叶牛仔时尚服饰分档",https://www.vvic.com/shop/63286,"牛仔裤","七里香koko","大西豪",18122371839,1466917306,"大西豪 7楼 702",sanye316,0,"广东省 广州"
3128,"俏伊人网络批发",https://www.vvic.com/shop/14730,"半身裙","wave王文涛","大西豪",15989028207,2295824293,"大西豪 7楼 703-A",mengmeng180992,9,"广东省 广州"
3129,"晨晨时尚",https://www.vvic.com/shop/16856,"套装","一米阳光_1533","大西豪",15190206322,760827068,"大西豪 7楼 703-B","",7,"广东省 广州"
3130,"芊芊服饰",https://www.vvic.com/shop/16224,"衬衫","彭劲松8888","大西豪",15918792223,76819738,"大西豪 7楼 704-A","",9,"广东省 广州"
3131,"烁烁服饰{原妍妍2店}",https://www.vvic.com/shop/24933,"衬衫","小_c2012","大西豪",15818851095,2163147727,"大西豪 7楼 705-A",lmd450,9,"广东省 广州"
3132,"妍妍时尚",https://www.vvic.com/shop/14362,"套装",wangliang5737,"大西豪","15814558318   15113866665",512391296,"大西豪 7楼 705-B","",12,"广东省 广州"
3133,"欣语乔",https://www.vvic.com/shop/53156,"半身裙","哈雅haya服饰","大西豪",13923092519,11001121,"大西豪 7楼 705-C",wxid-1249462494612,0,"广东省 广州"
3134,"先潮后人911总店",https://www.vvic.com/shop/14488,"毛衣/针织衫",qq2008yy,"大西豪","13760706068,15811882228",14762767,"大西豪 7楼 705-D","",13,"广东省 广州"
3135,"嘉叶服饰",https://www.vvic.com/shop/13749,"T恤","笑话通","大西豪","19875279468,17620156034,15623619957",3223210290,"大西豪 7楼 706-A",WENwenxixi1995,6,"广东省 广州"
3136,"宜佳怡服饰",https://www.vvic.com/shop/24247,"衬衫",18588554188e,"大西豪",18588554188,2170994010,"大西豪 7楼 706-B","",5,"广东省 广州"
3137,"TT时尚",https://www.vvic.com/shop/32109,"连衣裙",chilidehehua,"大西豪",13986084384,2933473081,"大西豪 7楼 707-A",duohuamao,10,"广东省 广州"
3138,"波哥服饰",https://www.vvic.com/shop/14249,"","鄢勇波78630","大西豪",13005128950,1175038687,"大西豪 7楼 707-B",mafei0213,9,"广东省 广州"
3139,"e菲国际",https://www.vvic.com/shop/26648,"","波哥服饰5188","大西豪",15013063678,572992068,"大西豪 7楼 707-C",y78630,5,"广东省 广州"
3140,"潮裤衣都",https://www.vvic.com/shop/63500,"","诗怡佳人好品质家纺","大西豪",15918757998,1518252073,"大西豪 7楼 707-D",yanyuqin888888,0,"广东省 广州"
3141,"Y范",https://www.vvic.com/shop/18387,"牛仔裤","guo周yun","大西豪","13268098270,13798053858",2512231577,"大西豪 7楼 708-A",huxing-2013,10,"广东省 广州"
3142,"Y范韩风",https://www.vvic.com/shop/16584,"牛仔裤","大胜东","大西豪",13268098270,2512231577,"大西豪 7楼 708-A1",huxing-2013,10,"广东省 广州"
3143,"雷宇服饰",https://www.vvic.com/shop/20915,"",leiwen889,"大西豪","13925189949,15975597988",2499570337,"大西豪 7楼 708-B","",10,"广东省 广州"
3144,"蓉蓉服饰分店",https://www.vvic.com/shop/20230,"套装","雨凡2015","大西豪",18680528112,1037540938,"大西豪 7楼 709-A","",6,"广东省 广州"
3145,"小香港",https://www.vvic.com/shop/56320,"休闲裤/打底裤","happiness机智宇","大西豪",15926092252,2929043534,"大西豪 7楼 709-B",yiyu1267,0,"广东省 广州"
3146,"依依服饰",https://www.vvic.com/shop/36354,"","唛兜服饰123","大西豪",13066321486,583966179,"大西豪 7楼 709-C",yaoli920628,4,"广东省 广州"
3147,"浪漫幻想牛仔",https://www.vvic.com/shop/14111,"牛仔裤","0悦悦真棒0","大西豪",13396017557,1377300137,"大西豪 7楼 710-A",Ruan2756056,9,"广东省 广州"
3148,"家家服饰",https://www.vvic.com/shop/40222,"连衣裙",qw572194643,"大西豪","13149384448,17666069411",572194643,"大西豪 7楼 711-A",yan13149384448,7,"广东省 广州"
3149,"宇彤服饰",https://www.vvic.com/shop/24532,"衬衫","宇彤服饰001","大西豪",18613055868,2826949635,"大西豪 7楼 711-B",yutong18688462086,6,"广东省 广州"
